year,artists,name,popularity
2019,['Shawn Mendes'],If I Can't Have You,80
2019,['Sasha Sloan'],Dancing With Your Ghost,80
2020,['Lee Brice'],One Of Them Girls,80
2020,"['Future', 'Lil Uzi Vert']",Drankin N Smokin,80
2020,['YoungBoy Never Broke Again'],Kacey Talk,80
2020,"['21 Savage', 'Metro Boomin']",Glock In My Lap,80
2020,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']",PTSD,80
2020,['Gabby Barrett'],I Hope,80
2020,['Lil Eazzyy'],Onna Come Up,80
2020,['Lil Uzi Vert'],Myron,80
2020,['Juice WRLD'],Stay High,80
2020,"['The Kid LAROI', 'YoungBoy Never Broke Again', 'Internet Money']",TRAGIC (feat. Youngboy Never Broke Again & Internet Money),80
2020,['Machine Gun Kelly'],bloody valentine,80
2020,['Taylor Swift'],the 1,80
1965,['The Temptations'],My Girl,79
1966,['The Mamas & The Papas'],California Dreamin' - Single Version,79
1967,['Van Morrison'],Brown Eyed Girl,79
1969,['The Beatles'],Come Together - Remastered 2009,79
1971,['Elton John'],Tiny Dancer,79
1973,['Aerosmith'],Dream On,79
1976,['Boston'],More Than a Feeling,79
1979,['Bee Gees'],"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",79
1979,['Bee Gees'],How Deep Is Your Love,79
1979,['KISS'],I Was Made For Lovin' You,79
1980,['Paul McCartney'],Wonderful Christmastime - Edited Version / Remastered 2011,79
1982,['The Clash'],Should I Stay or Should I Go - Remastered,79
1982,['Michael Jackson'],Beat It,79
1983,['Elton John'],I'm Still Standing,79
1984,['Van Halen'],Jump - 2015 Remaster,79
1984,['Wham!'],Wake Me Up Before You Go-Go,79
1985,"['Grover Washington, Jr.', 'Bill Withers']",Just the Two of Us (feat. Bill Withers),79
1987,['Fleetwood Mac'],Everywhere - 2017 Remaster,79
1987,['U2'],I Still Haven't Found What I'm Looking For,79
1987,['U2'],With Or Without You - Remastered,79
1992,['Rage Against The Machine'],Killing In The Name,79
1992,['4 Non Blondes'],What's Up?,79
1994,['Green Day'],Basket Case,79
1995,['Oasis'],Wonderwall,79
1996,['Fugees'],Killing Me Softly With His Song,79
1996,['Spice Girls'],Wannabe,79
1997,['The Verve'],Bitter Sweet Symphony,79
1999,['TLC'],No Scrubs,79
1999,['blink-182'],All The Small Things,79
1999,['Smash Mouth'],All Star,79
1999,['Backstreet Boys'],I Want It That Way,79
2000,['Bon Jovi'],It's My Life,79
2002,['Maroon 5'],This Love,79
2003,['OutKast'],Hey Ya! - Radio Mix,79
2003,['Alicia Keys'],If I Ain't Got You,79
2003,['Hoobastank'],The Reason,79
2004,['Green Day'],American Idiot,79
2005,"['50 Cent', 'Olivia']",Candy Shop,79
2006,['Snow Patrol'],Chasing Cars,79
2006,['Corinne Bailey Rae'],Put Your Records On,79
2006,['Red Hot Chili Peppers'],Snow (Hey Oh),79
2008,['Mother Mother'],Hayloft,79
2008,['The Offspring'],"You're Gonna Go Far, Kid",79
2008,['Taylor Swift'],Love Story,79
2009,['Owl City'],Fireflies,79
2009,"['Jay Sean', 'Lil Wayne']",Down,79
2010,['Eminem'],Not Afraid,79
2011,['J. Cole'],Work Out,79
2011,['Adele'],Someone Like You,79
2011,['Coyote Theory'],This Side of Paradise,79
2011,"['JAY-Z', 'Kanye West']",Ni**as In Paris,79
2011,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",79
2012,"['Pitbull', 'Kesha']",Timber (feat. Ke$ha),79
2012,['Of Monsters and Men'],Little Talks,79
2012,['One Direction'],They Don't Know About Us,79
2012,['One Direction'],Little Things,79
2013,['Arctic Monkeys'],R U Mine?,79
2013,['James Arthur'],Impossible,79
2014,['J. Cole'],Wet Dreamz,79
2014,['Labrinth'],Jealous,79
2014,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",Bang Bang,79
2014,['Ariana Grande'],One Last Time,79
2014,['MAGIC!'],Rude,79
2015,['Chris Stapleton'],Tennessee Whiskey,79
2015,['Bryson Tiller'],Don't,79
2015,['$uicideBoy$'],Kill Yourself (Part III),79
2015,"['Rihanna', 'Kanye West', 'Paul McCartney']",FourFiveSeconds,79
2015,['The Weeknd'],Can't Feel My Face,79
2015,['Avicii'],Waiting For Love,79
2016,['Frank Ocean'],Nights,79
2016,['Frank Ocean'],Pink + White,79
2016,['Rihanna'],Needed Me,79
2016,['James Arthur'],Can I Be Him,79
2016,['DNCE'],Cake By The Ocean,79
2016,"['The Weeknd', 'Daft Punk']",I Feel It Coming,79
2016,['ZAYN'],PILLOWTALK,79
2016,"['Calvin Harris', 'Rihanna']",This Is What You Came For (feat. Rihanna),79
2016,"['The Chainsmokers', 'Daya']",Don't Let Me Down,79
2016,"['Martin Garrix', 'Bebe Rexha']",In the Name of Love,79
2016,['Little Mix'],Shout Out to My Ex,79
2016,['Two Feet'],Go Fuck Yourself,79
2017,"['Kendrick Lamar', 'Zacari']",LOVE. FEAT. ZACARI.,79
2017,"['Daniel Caesar', 'Kali Uchis']",Get You (feat. Kali Uchis),79
2017,['Granular'],White Noise - 500 hz,79
2017,['Khalid'],8TEEN,79
2017,['NF'],If You Want Love,79
2017,['NF'],Lie,79
2017,['21 Savage'],Bank Account,79
2017,['Drake'],Passionfruit,79
2017,['Demi Lovato'],Sorry Not Sorry,79
2017,['Harry Styles'],Sweet Creature,79
2017,['Harry Styles'],Kiwi,79
2017,['Shawn Mendes'],Mercy,79
2018,"['Lil Baby', 'Drake']",Yes Indeed,79
2018,['Juice WRLD'],Black & White,79
2018,['21 Savage'],a lot,79
2018,['Mac Miller'],Self Care,79
2018,['Drake'],Nonstop,79
2018,['Arizona Zervas'],FML,79
2018,['Jeremy Zucker'],all the kids are depressed,79
2018,"['Kendrick Lamar', 'SZA']",All The Stars (with SZA),79
2018,['girl in red'],i wanna be your girlfriend,79
2018,['FINNEAS'],Let's Fall in Love for the Night,79
2018,"['Bad Bunny', 'Drake']",MIA (feat. Drake),79
2018,['Drake'],In My Feelings,79
2018,['flora cash'],You're Somebody Else,79
2019,['Lizzo'],Truth Hurts,79
2019,['DaBaby'],Suge,79
2019,['Baby Keem'],ORANGE SODA,79
2019,['Juice WRLD'],Let Me Know (I Wonder Why Freestyle),79
2019,"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",Take What You Want (feat. Ozzy Osbourne & Travis Scott),79
2019,"['Lil Mosey', 'Gunna']",Stuck In A Dream (feat. Gunna),79
2019,"['Mustard', 'Migos']",Pure Water (with Migos),79
2019,['Frank Ocean'],In My Room,79
2019,['Olivia Rodrigo'],"All I Want - From ""High School Musical: The Musical: The Series""",79
2019,['Harry Styles'],Cherry,79
2019,['Billie Eilish'],listen before i go,79
2019,['Harry Styles'],She,79
2019,['Taylor Swift'],Lover,79
2019,['Taylor Swift'],The Man,79
2019,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']",GATTI,79
2019,['24kGoldn'],VALENTINO,79
2019,"['Ariana Grande', 'Social House']",boyfriend (with Social House),79
2019,"['Tory Lanez', 'Chris Brown']",The Take (feat. Chris Brown),79
2020,"['Diplo', 'Morgan Wallen']",Heartless (feat. Morgan Wallen),79
2020,['Dan + Shay'],I Should Probably Go To Bed,79
2020,['Juice WRLD'],Blood On My Jeans,79
2020,['Juice WRLD'],Man Of The Year,79
2020,"['Rod Wave', 'ATR Son Son']",Rags2Riches (feat. ATR Son Son),79
1961,['Elvis Presley'],Can't Help Falling in Love,78
1962,['Ben E. King'],Stand by Me,78
1966,['The Rolling Stones'],"Paint It, Black",78
1968,['Jimi Hendrix'],All Along the Watchtower,78
1969,['Neil Diamond'],Sweet Caroline,78
1969,['Creedence Clearwater Revival'],Bad Moon Rising,78
1970,['The Beatles'],Let It Be - Remastered 2009,78
1971,['Led Zeppelin'],Stairway to Heaven - Remaster,78
1971,['John Lennon'],Imagine - Remastered 2010,78
1976,['AC/DC'],T.N.T.,78
1976,['ABBA'],Dancing Queen,78
1980,['Daryl Hall & John Oates'],You Make My Dreams (Come True),78
1984,['Foreigner'],I Want to Know What Love Is - 1999 Remaster,78
1985,['Katrina & The Waves'],Walking On Sunshine,78
1987,['Luis Miguel'],Ahora Te Puedes Marchar,78
1988,['Tracy Chapman'],Fast Car,78
1989,['Tom Petty'],Free Fallin',78
1990,['Scorpions'],Wind Of Change,78
1995,['Fools Garden'],Lemon Tree,78
1996,['2Pac'],Ambitionz Az A Ridah,78
1997,['Foo Fighters'],Everlong,78
1998,['The Goo Goo Dolls'],Iris,78
1999,['Red Hot Chili Peppers'],Otherside,78
2000,['3 Doors Down'],Kryptonite,78
2000,"['Eminem', 'Dido']",Stan,78
2000,['Britney Spears'],Oops!...I Did It Again,78
2001,['Jimmy Eat World'],The Middle,78
2001,['Train'],Drops of Jupiter (Tell Me),78
2001,['Nickelback'],How You Remind Me,78
2001,['System Of A Down'],Toxicity,78
2002,"['Nelly', 'Kelly Rowland']",Dilemma,78
2002,['Avril Lavigne'],Complicated,78
2005,['Fall Out Boy'],"Sugar, We're Goin Down",78
2005,['Rihanna'],Pon de Replay,78
2006,['My Chemical Romance'],Teenagers,78
2006,['My Chemical Romance'],Welcome to the Black Parade,78
2007,['MGMT'],Electric Feel,78
2007,['Sean Kingston'],Beautiful Girls,78
2007,['MGMT'],Kids,78
2007,['Leona Lewis'],Bleeding Love,78
2008,"['Estelle', 'Kanye West']",American Boy,78
2010,['Miguel'],Sure Thing,78
2010,['Kanye West'],POWER,78
2010,"['John Lennon', 'Yoko Ono']",Happy Xmas (War Is Over) - Remastered 2010,78
2010,"['Usher', 'Pitbull']",DJ Got Us Fallin' In Love (feat. Pitbull),78
2010,"['Justin Bieber', 'Ludacris']",Baby,78
2011,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']","Young, Wild & Free (feat. Bruno Mars)",78
2012,"['Swedish House Mafia', 'John Martin']",Don't You Worry Child - Radio Edit,78
2013,['Arctic Monkeys'],I Wanna Be Yours,78
2013,['One Direction'],You & I,78
2014,['Vance Joy'],Riptide,78
2014,['American Authors'],Best Day Of My Life,78
2014,['One Direction'],Night Changes,78
2014,['George Ezra'],Budapest,78
2014,['One Direction'],Steal My Girl,78
2014,['Coldplay'],A Sky Full of Stars,78
2014,['The Weeknd'],"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",78
2015,['Bryson Tiller'],Exchange,78
2015,['One Direction'],Olivia,78
2015,['Justin Bieber'],What Do You Mean?,78
2015,['Coldplay'],Hymn for the Weekend,78
2016,['Frank Ocean'],Ivy,78
2016,['Ricky Montgomery'],Line Without a Hook,78
2016,['Post Malone'],White Iverson,78
2016,['Post Malone'],Go Flex,78
2016,"['Rob $tone', 'J. Davi$', 'Spooks']",Chill Bill (feat. J. Davi$ & Spooks),78
2016,['Rihanna'],Desperado,78
2016,['Russ'],"Psycho, Pt. 2",78
2016,['Bruno Mars'],24K Magic,78
2016,"['Fifth Harmony', 'Ty Dolla $ign']",Work from Home (feat. Ty Dolla $ign),78
2016,"[""Olivia O'Brien""]",hate u love u,78
2016,['KALEO'],Way down We Go,78
2017,['Luke Combs'],When It Rains It Pours,78
2017,"['Lil Uzi Vert', 'Oh Wonder']",The Way Life Goes (feat. Oh Wonder),78
2017,['Granular'],White Noise - 145 hz,78
2017,"['Bebe Rexha', 'Florida Georgia Line']",Meant to Be (feat. Florida Georgia Line),78
2017,['Rex Orange County'],Sunflower,78
2017,"['Peachy!', 'mxmtoon']",Falling for U,78
2017,['Kendrick Lamar'],DNA.,78
2017,"['Rex Orange County', 'Benny Sings']",Loving Is Easy,78
2017,"['H.E.R.', 'Daniel Caesar']",Best Part (feat. Daniel Caesar),78
2017,"['Daniel Caesar', 'H.E.R.']",Best Part (feat. H.E.R.),78
2017,['Portugal. The Man'],Feel It Still,78
2017,"['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'watt']","Let Me Go (with Alesso, Florida Georgia Line & watt)",78
2017,['Ed Sheeran'],Supermarket Flowers,78
2018,['Trippie Redd'],Taking A Walk,78
2018,"['Juice WRLD', 'Lil Uzi Vert']",Wasted (feat. Lil Uzi Vert),78
2018,"['Trippie Redd', 'Juice WRLD']",1400 / 999 Freestyle,78
2018,['Ski Mask The Slump God'],Faucet Failure,78
2018,['Kali Uchis'],Dead To Me,78
2018,['Cardi B'],Money,78
2018,"['Summer Walker', 'Drake']",Girls Need Love (with Drake) - Remix,78
2018,['Sheck Wes'],Mo Bamba,78
2018,['Aminé'],REEL IT IN,78
2018,['Drake'],Nice For What,78
2018,['Lauren Daigle'],You Say,78
2018,['Alec Benjamin'],Water Fountain,78
2018,['Bazzi'],Mine,78
2018,"['Tyga', 'Offset']",Taste (feat. Offset),78
2018,['John Mayer'],New Light,78
2018,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']",Te Boté - Remix,78
2018,['Zara Larsson'],Ruin My Life,78
2018,"['Masego', 'FKJ']",Tadow,78
2018,['Bebe Rexha'],I'm a Mess,78
2019,['Jason Aldean'],Got What I Got,78
2019,['Parker McCollum'],Pretty Heart,78
2019,['Morgan Wallen'],Cover Me Up,78
2019,['Luke Combs'],Beer Never Broke My Heart,78
2019,['Maren Morris'],The Bones,78
2019,['Rod Wave'],Heart On Ice,78
2019,"['iann dior', 'Trippie Redd']",gone girl,78
2019,"['Machine Gun Kelly', 'Trippie Redd']",Candy (feat. Trippie Redd),78
2019,['DaBaby'],VIBEZ,78
2019,['Bazzi'],Paradise,78
2019,['Clairo'],Bubble Gum,78
2019,"['Post Malone', 'DaBaby']",Enemies (feat. DaBaby),78
2019,"['Kehlani', 'Ty Dolla $ign']",Nights Like This (feat. Ty Dolla $ign),78
2019,"['Marshmello', 'Kane Brown']",One Thing Right,78
2019,"['Idina Menzel', 'AURORA']",Into the Unknown,78
2019,['Lil Tjay'],Leaked,78
2019,['Post Malone'],Hollywood's Bleeding,78
2019,['Harry Styles'],Fine Line,78
2019,['Harry Styles'],"Sunflower, Vol. 6",78
2020,['AJR'],Bang!,78
2020,['Chris Stapleton'],Starting Over,78
2020,"['King Von', 'Polo G']",The Code (feat. Polo G),78
2020,"['Megan Thee Stallion', 'Young Thug']",Don’t Stop (feat. Young Thug),78
2020,['Lil Baby'],The Bigger Picture,78
2020,"['City Girls', 'Doja Cat']",Pussy Talk,78
2020,"['YoungBoy Never Broke Again', 'Lil Wayne']",My Window (feat. Lil Wayne),78
2020,"['21 Savage', 'Metro Boomin', 'Young Thug']",Rich Nigga Shit (feat. Young Thug),78
1962,['Nat King Cole'],The Christmas Song (Merry Christmas To You),77
1965,['The Beatles'],Yesterday - Remastered 2009,77
1965,['The Rolling Stones'],(I Can't Get No) Satisfaction - Mono Version,77
1969,['Led Zeppelin'],Whole Lotta Love - 1990 Remaster,77
1970,['Stevie Wonder'],"Signed, Sealed, Delivered (I'm Yours)",77
1970,['Led Zeppelin'],Immigrant Song - Remaster,77
1970,['Elton John'],Your Song,77
1970,['Yusuf / Cat Stevens'],Wild World,77
1971,['The Who'],Baba O'Riley,77
1971,['Bill Withers'],Ain't No Sunshine,77
1972,['Eagles'],Take It Easy - 2013 Remaster,77
1972,"['America', 'George Martin']",A Horse with No Name,77
1973,['Redbone'],Come and Get Your Love - Single Version,77
1975,['Pink Floyd'],Wish You Were Here,77
1976,['Blue Öyster Cult'],(Don't Fear) The Reaper,77
1977,['Bob Marley & The Wailers'],Three Little Birds,77
1977,['Kansas'],Dust in the Wind,77
1981,['Phil Collins'],In The Air Tonight - 2015 Remastered,77
1982,['Phil Collins'],You Can't Hurry Love - 2016 Remaster,77
1983,['Billy Joel'],Uptown Girl,77
1983,['Cyndi Lauper'],Girls Just Want to Have Fun,77
1984,['Bruce Springsteen'],Dancing In the Dark,77
1984,['Bryan Adams'],Heaven,77
1985,['Survivor'],Eye of the Tiger,77
1986,['Europe'],The Final Countdown,77
1988,['Pixies'],Where Is My Mind?,77
1988,['Tracy Chapman'],Baby Can I Hold You,77
1991,"[""Guns N' Roses""]",Knockin' On Heaven's Door,77
1992,['Whitney Houston'],I Will Always Love You,77
1993,['Counting Crows'],Mr. Jones,77
1994,['Mariah Carey'],Christmas (Baby Please Come Home),77
1996,"['2Pac', 'Big Syke']",All Eyez On Me (ft. Big Syke),77
1997,['John Denver'],"Take Me Home, Country Roads",77
1997,['The Notorious B.I.G.'],Hypnotize - 2014 Remaster,77
1998,['George Michael'],Careless Whisper,77
1998,['The Offspring'],The Kids Aren't Alright,77
1999,"[""Destiny's Child""]",Say My Name,77
1999,['Red Hot Chili Peppers'],Scar Tissue,77
1999,['Britney Spears'],...Baby One More Time,77
2001,['Backstreet Boys'],I Want It That Way,77
2002,['Stevie Wonder'],Superstition - Single Version,77
2002,['Audioslave'],Like a Stone,77
2002,['Coldplay'],Clocks,77
2004,['Slipknot'],Duality,77
2004,['Green Day'],Wake Me up When September Ends,77
2004,['Daddy Yankee'],Gasolina,77
2004,['Alejandro Fernández'],Me Dediqué a Perderte,77
2005,"['Kanye West', 'Jamie Foxx']",Gold Digger,77
2005,['Eminem'],"Lose Yourself - From ""8 Mile"" Soundtrack",77
2005,['Sean Paul'],Temperature,77
2005,['James Blunt'],You're Beautiful,77
2006,['Ne-Yo'],So Sick,77
2006,['Red Hot Chili Peppers'],Dani California,77
2006,"['Justin Timberlake', 'Timbaland']",SexyBack (feat. Timbaland),77
2006,['Huey Lewis & The News'],The Power Of Love,77
2007,['M.I.A.'],Paper Planes,77
2007,['Fall Out Boy'],Thnks fr th Mmrs,77
2007,['Aly & AJ'],Potential Breakup Song,77
2007,['Linkin Park'],What I've Done,77
2007,['Foo Fighters'],The Pretender,77
2008,['Zac Brown Band'],Chicken Fried,77
2008,['Beyoncé'],Halo,77
2008,['Rihanna'],Take A Bow,77
2008,['Rihanna'],Don't Stop The Music,77
2009,['Bonnie Tyler'],Total Eclipse of the Heart,77
2010,['Bruno Mars'],Talking to the Moon,77
2010,['P!nk'],Raise Your Glass,77
2010,['Gorillaz'],On Melancholy Hill,77
2010,"['Shakira', 'Freshlyground']",Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),77
2011,['Ed Sheeran'],The A Team,77
2012,"['Kendrick Lamar', 'Jay Rock']",Money Trees,77
2012,['Michael Bublé'],Holly Jolly Christmas,77
2012,['Alicia Keys'],Girl on Fire,77
2012,"['Flo Rida', 'Sia']",Wild Ones (feat. Sia),77
2012,['Bruno Mars'],Treasure,77
2012,['Flo Rida'],Whistle,77
2012,['Taylor Swift'],I Knew You Were Trouble.,77
2013,['Lorde'],Ribs,77
2013,['Paramore'],Still into You,77
2013,['Lana Del Rey'],Young And Beautiful,77
2013,['Eminem'],Rap God,77
2013,['One Direction'],Best Song Ever,77
2013,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,77
2014,"['Pitbull', 'Ne-Yo']",Time of Our Lives,77
2014,"['A Great Big World', 'Christina Aguilera']",Say Something,77
2014,['TK from Ling tosite sigure'],unravel,77
2014,['Rixton'],Me And My Broken Heart,77
2014,['Maroon 5'],Maps,77
2014,['Maroon 5'],Animals,77
2015,"['Roy Woods', 'Drake']",Drama (feat. Drake),77
2015,['Rae Sremmurd'],Come Get Her,77
2015,"['Fetty Wap', 'Remy Boyz']",679 (feat. Remy Boyz),77
2015,['X Ambassadors'],Unsteady,77
2015,['Travis Scott'],Antidote,77
2015,['The Weeknd'],Often,77
2015,"[""Olivia O'Brien""]",Complicated,77
2015,['One Direction'],Perfect,77
2015,['Little Mix'],Black Magic,77
2016,['Frank Ocean'],Godspeed,77
2016,['Sik World'],7 Years (Remix),77
2016,['The Weeknd'],Die For You,77
2016,['Billie Eilish'],Six Feet Under,77
2016,"['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",77
2016,['Drake'],Hotline Bling,77
2016,['The Strumbellas'],Spirits,77
2016,['Lady Gaga'],Million Reasons,77
2016,"['Vicetone', 'Tony Igy']",Astronomia,77
2017,['Luke Combs'],Hurricane,77
2017,['Still Woozy'],Goodie Bag,77
2017,['Russ'],Losin Control,77
2017,['Clairo'],Flaming Hot Cheetos,77
2017,['Matt Maltese'],As the World Caves In,77
2017,['blackbear'],do re mi,77
2017,['XXXTENTACION'],Carry On,77
2017,['XXXTENTACION'],Revenge,77
2017,['Tate McRae'],One Day,77
2017,['Harry Styles'],From the Dining Table,77
2017,['Niall Horan'],This Town,77
2017,['Pinkfong'],Baby Shark,77
2017,"['Zac Efron', 'Zendaya']",Rewrite The Stars,77
2017,"['Maggie Lindemann', 'Cheat Codes', 'CADE']",Pretty Girl - Cheat Codes X CADE Remix,77
2017,"['Macklemore', 'Skylar Grey']",Glorious (feat. Skylar Grey),77
2017,['Billie Eilish'],bellyache,77
2017,"['Zedd', 'Alessia Cara']",Stay,77
2017,"['Unlike Pluto', 'Mike Taylor']",Everything Black,77
2017,"['Keala Settle', 'The Greatest Showman Ensemble']",This Is Me,77
2017,['Halsey'],Sorry,77
2017,['Loren Allred'],Never Enough,77
2017,['RŮDE'],Eternal Youth,77
2018,['Luke Combs'],She Got the Best of Me,77
2018,"['Playboi Carti', 'Lil Uzi Vert']",Shoota (feat. Lil Uzi Vert),77
2018,['Khalid'],Better,77
2018,"['Juice WRLD', 'Seezyn']",Hide (feat. Seezyn),77
2018,"['Future', 'Juice WRLD']",Fine China,77
2018,['Post Malone'],Candy Paint,77
2018,['Post Malone'],Stay,77
2018,['Roddy Ricch'],Down Below,77
2018,"['benny blanco', 'Juice WRLD', 'Brendon Urie']",Roses (with Juice WRLD feat. Brendon Urie),77
2018,['King Princess'],1950,77
2018,['A$AP Rocky'],Sundress,77
2018,['girl in red'],girls,77
2018,"['The Chainsmokers', 'Kelsea Ballerini']",This Feeling,77
2018,"['Eminem', 'Joyner Lucas']",Lucky You (feat. Joyner Lucas),77
2018,['Lil Peep'],Life is Beautiful,77
2018,['Molchat Doma'],Судно (Борис Рижий),77
2019,['Old Dominion'],One Man Band,77
2019,['Lil Uzi Vert'],Sanguine Paradise,77
2019,['Lil Skies'],I,77
2019,"['DaBaby', 'Lil Baby', 'Moneybagg Yo']",TOES (feat. Lil Baby & Moneybagg Yo),77
2019,"['H.E.R.', 'YG']",Slide,77
2019,['TOKYO’S REVENGE'],GOODMORNINGTOKYO!,77
2019,['J.I the Prince of N.Y'],Need Me,77
2019,['Saweetie'],My Type,77
2019,"['DaniLeigh', 'Chris Brown']",Easy - Remix,77
2019,['Juice WRLD'],Fast,77
2019,['mxmtoon'],prom dress,77
2019,['Falling In Reverse'],Popular Monster,77
2019,['Natanael Cano'],Amor Tumbado,77
2019,"['Lil Tecca', 'Juice WRLD']",Ransom (with Juice WRLD) - Remix,77
2019,"['Maren Morris', 'Hozier']",The Bones - with Hozier,77
2019,"['Jaden', 'WILLOW']",Summertime In Paris,77
2019,['Lil Tecca'],Love Me,77
2020,"['Future', 'Lil Uzi Vert']",That’s It,77
